user,text,date,helpful,source,year,wc,vader,sent,Login / OTP / Authentication,Bill Payment Flow,Web Redirect / Not Native,Rewards / MR Points,Offers / Amex Offers,Statement / Transactions / Balance,App Stability (crash/bug/slow),UI / UX / Design,Customer Service / Support,Card Controls / Servicing,Update / Version Regression,Notifications / Alerts,Onboarding / Registration / KYC,Feature Gaps vs Global App,Fees / Charges / Annual Fee
Ganesh Kumar,"The app is very good but we would like to give a suggestion that for a new feature, you should also give the option of digital card in your app like other cards apps. This feature will help us a lot",2024-02-03,0,relevance,2024,41,0.9031,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Maxan D'souza,Trying to make a payment from the app and it doesn't work. Redirects to a website where Billdesk does not recognise this card. Trying to make a payment is a pain!,2025-03-18,0,relevance,2025,31,-0.5562,negative,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False
Anjali Dadhich,"Because of covid-19, could spend upto the limit so as to get annual membership fee waived. After I called customer care, the guy Salman was very polite and helped in the matter. Highly Commendable.",2020-07-17,0,relevance,2020,34,0.5106,positive,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Shailesh Jain,No Nonsense App. Easy to operate with the facility to see Membership Rewards also. Also the ease of enabling and disbaling Card Transactions is best in class.,2025-02-14,0,relevance,2025,27,0.932,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sunoj Thampy,Excellent Experience...Would love using this card...Only thing is I got a limit of 50k only and I need a card with higher limit so that I can do bigger transaction.,2025-06-09,0,relevance,2025,30,0.836,positive,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Nayan Satpute,-Can't make payment on the app but it redirects you to some webpage -To get multiplier points you are supposed to be redirected from the App to different service providers which isn't a user friendly experience -Regional Banks have a better UI,2025-06-13,0,relevance,2025,42,0.1048,neutral,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False
Vineet Neoliya,Had there been zero rating i would have given that. Reason is to force me to give review and the popup form was not getting removed without giving the review. Don't play such games with customers.,2022-01-28,0,relevance,2022,36,-0.4717,negative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Google user,"The app lacks building proper Personal Profile, change of Address or email or mobile number etc. Need to check with RBL such kind of apps where the details are very good.",2020-02-24,0,relevance,2020,31,0.5413,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Google user,There should be an option to redeem the points against travel vouchers. A customer need not call each time to redeem their points.,2019-06-15,0,relevance,2019,23,0.0,neutral,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
A Google user,very limited stores where you can use this card. if you are having this card then always keep another card as well.,2019-03-01,0,relevance,2019,22,-0.024,neutral,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hari Prasanth,"While making payment, you ask us to login with complete card details again even after logging in securely to the app using fingerprint etc. Annoying",2025-02-01,0,relevance,2025,25,-0.0772,negative,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Jeet B.,"App is too bare-bones for a bank like AMEX. No basic options like copying card details, no card alert controls, no Digital Tap to Pay..",2024-02-26,0,relevance,2024,25,-0.4382,negative,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Vaibhav Aggarwal,All Amex cards can be managed with single finger print. Very detailed app! A lot of useful functionality added over years to make it a powerful tool.,2020-06-22,0,relevance,2020,27,0.7177,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Google user,"It is fast & user-friendly. However, on few occasion, the amount spend doesnot figure immediately under ""pending""...",2019-05-09,0,relevance,2019,17,0.0,neutral,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
A Google user,"nice app1 .... i guess there can be improvement to show details of ""membership rewards points"" like how many points gained on each transactions ....",2019-06-17,0,relevance,2019,25,0.9186,positive,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
A Google user,"A Simplified app which let's you check your credit card spend, points and statements with very ease. Thumbs up",2019-12-13,0,relevance,2019,19,0.659,positive,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Praveen Kumar,"Making paymemts through the app is not a smooth process. When you are already logged in , why do I habe provide my card details while making payments. May like to lool at ICICI bank app to get some clues.",2025-06-18,0,relevance,2025,40,0.3612,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Google user,Good app but limited functionality. It does not show all details thats there on the card hence yoi have to carry the card in any case!,2019-11-21,0,relevance,2019,26,-0.1759,negative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dilip bs,"Easy to navigate, all the information available on finger tips. Rewards link also available.",2020-07-15,0,relevance,2020,14,0.7184,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Google user,wrong card details shown when logged in on the dashboard and also points redeem option against bill amount never works and ending up in an error.,2019-03-25,0,relevance,2019,26,-0.7003,negative,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
A Google user,I cannot find reward points section post the update of the app. Why that's been removed ? it was great to track point in app. Please re add the feature.,2019-10-02,0,relevance,2019,30,0.5271,positive,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
Ra Ra,Very poor interface and looks like bill payment option was purposefully made difficult to use . Does not reflect good on bank like amex,2024-01-15,0,relevance,2024,24,-0.5104,negative,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Ravi Choudhari,Perfect app... Give you all information you need and allows you to download statement fire last several months. You can also use reward points via link within the app.,2023-04-23,0,relevance,2023,29,0.7184,positive,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Gaurav Khurana,"Customer support is only available via phone or chat and no email. Chat is mobile only, very basic with lot of issues.",2023-12-12,0,relevance,2023,22,0.128,neutral,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Varun Singh,"It has been a nice experience so far with the App. Nice UI, all things within the app are well organised. All relevant information about the Card is systematically displayed.",2025-03-04,0,relevance,2025,30,0.7717,positive,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
ashu srivastava,Amazing bank with amazing experiences. Its just exceptional. A little bit have been more comfortable if making statement payment would have been easy. Rest all is excellent,2023-09-06,0,relevance,2023,27,0.9571,positive,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Jaikishan Vaishnav,Payments made don't appear instantly causing confusion and surprises. I can't see my card number in this app.,2025-03-06,0,relevance,2025,18,0.0,neutral,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kunwar Bahadur Singh,in this card Cash limit bhi hona chahiye,2026-04-26,0,latest,2026,8,0.0,neutral,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
nilesh prajapati,worst payment experience not user friendly interface,2026-04-25,0,latest,2026,7,-0.7736,negative,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Arun Kumar,good,2026-04-25,0,latest,2026,1,0.4404,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hasit Joshi,it's a Really Great Experience to Staying with Application,2026-04-24,0,latest,2026,9,0.659,positive,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Vaibhav Tiparadi,not interactive.. very tidious steps for payment of bill..such a non friendly user interface,2026-04-23,0,latest,2026,14,0.4939,positive,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Cordis James,very good,2026-04-22,0,latest,2026,2,0.4927,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
piyush ahuja,intuitive n agile,2026-04-20,0,latest,2026,3,0.0,neutral,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
shri srinivass,Good,2026-05-25,0,latest,2026,1,0.4404,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vivek Srivastava,wish i could give negative stars. their customer service is the worst in the world. their card does not work anywhere. they have hidden charges on every transaction. they are cheater and their customer service department is a bigger cheater and if you call them and tell that you are charged incorrect charges by amex they will completely deny. make sure everyone audits their amex statmeents. they have many charges in disguise and their excuse is that RBI allows them as it is written in fineprint,2026-05-19,0,latest,2026,86,-0.9639,negative,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Bhawani Singh Kushwaha,"Biometric login may be introduced, for ease of login",2026-05-18,0,latest,2026,9,0.3612,positive,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
